,movieId,tconst,title,Annee,rating,titleType,isAdult,runtimeMinutes,Action,Adventure,Animation,Biography,Children,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,IMAX,Music,Musical,Mystery,News,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,original_language,revenue,budget
2306,3061,tt0034862,Holiday Inn,1942,4.0,movie,0.0,100,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,en,0.0,0
2307,3062,tt0056197,"Longest Day, The",1962,4.0,movie,0.0,178,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,en,50100000.0,10000000
2308,3063,tt0105156,Poison Ivy,1992,2.0,movie,0.0,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,0.0,0
2309,3064,tt0119908,Poison Ivy: New Seduction,1997,2.0,video,0.0,95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,0.0,0
2310,3066,tt0066473,Tora! Tora! Tora!,1970,4.0,movie,0.0,144,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,en,29548291.0,25485000
2311,3067,tt0095675,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios),1988,4.0,movie,0.0,88,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,es,7179298.0,700000
2312,3068,tt0084855,"Verdict, The",1982,4.5,movie,0.0,129,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,en,53977250.0,16000000
2313,3070,tt0086856,"Adventures of Buckaroo Banzai Across the 8th Dimension, The",1984,3.0,movie,0.0,103,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,en,0.0,0
2314,3071,tt0094027,Stand and Deliver,1988,3.5,movie,0.0,103,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,13994920.0,0
2315,3072,tt0093565,Moonstruck,1987,4.0,movie,0.0,102,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,80640528.0,0
2316,3073,tt0059674,"Sandpiper, The",1965,5.0,movie,0.0,117,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,fr,0.0,0
2317,3074,tt0068762,Jeremiah Johnson,1972,4.5,movie,0.0,108,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,en,0.0,0
2318,3075,tt0059646,Repulsion,1965,4.5,movie,0.0,105,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,en,0.0,300000
2319,3076,tt0057187,Irma la Douce,1963,3.5,movie,0.0,147,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,0.0,0
2320,3077,tt0164312,42 Up,1998,4.0,tvMovie,0.0,139,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,0.0,0
2321,3078,tt0165859,Liberty Heights,1999,4.0,movie,0.0,127,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,en,0.0,0
2322,3079,tt0178737,Mansfield Park,1999,3.0,movie,0.0,112,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,0.0,0
2323,3081,tt0162661,Sleepy Hollow,1999,4.0,movie,0.0,105,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,en,206071502.0,100000000
2324,3082,tt0143145,"World Is Not Enough, The",1999,3.5,movie,0.0,128,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,361832400.0,135000000
2325,3083,tt0185125,All About My Mother (Todo sobre mi madre),1999,4.0,movie,0.0,101,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,es,67872296.0,8272296
2326,3086,tt0024852,Babes in Toyland,1934,5.0,movie,0.0,77,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,en,0.0,0
2327,3087,tt0096061,Scrooged,1988,3.0,movie,0.0,101,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,60328000.0,0
2328,3088,tt0042546,Harvey,1950,4.0,movie,0.0,104,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,0.0,0
2329,3089,tt0040522,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette),1948,4.5,movie,0.0,89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,it,361712.0,133000
2330,3090,tt0093509,Matewan,1987,4.0,movie,0.0,135,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,1680358.0,4000000
2331,3091,tt0080979,Kagemusha,1980,4.25,movie,0.0,180,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,ja,0.0,0
2332,3093,tt0067411,McCabe & Mrs. Miller,1971,3.5,movie,0.0,120,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,en,0.0,0
2333,3094,tt0093512,Maurice,1987,4.0,movie,0.0,140,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,0.0,0
2334,3095,tt0032551,"Grapes of Wrath, The",1940,4.0,movie,0.0,129,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,0.0,750000
2335,3096,tt0050738,My Man Godfrey,1957,5.0,movie,0.0,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,0.0,0
2336,3097,tt0033045,"Shop Around the Corner, The",1940,4.0,movie,0.0,99,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,0.0,0
2337,3098,tt0087781,"Natural, The",1984,4.0,movie,0.0,138,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,en,47951979.0,28000000
2338,3099,tt0073692,Shampoo,1975,2.5,movie,0.0,109,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,0.0,0
2339,3100,tt0105265,"River Runs Through It, A",1992,4.0,movie,0.0,123,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,43440294.0,0
2340,3101,tt0093010,Fatal Attraction,1987,3.0,movie,0.0,119,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,320145693.0,14000000
2341,3102,tt0089360,Jagged Edge,1985,3.5,movie,0.0,108,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,en,0.0,15000000
2342,3103,tt0100680,Stanley & Iris,1990,2.75,movie,0.0,104,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,5820015.0,23000000
2343,3104,tt0095631,Midnight Run,1988,4.0,movie,0.0,126,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,38413606.0,30000000
2344,3105,tt0099077,Awakenings,1990,4.0,movie,0.0,121,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,en,52096475.0,0
2345,3106,tt0099291,Come See the Paradise,1990,1.0,movie,0.0,138,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,en,0.0,0
2346,3107,tt0101393,Backdraft,1991,3.5,movie,0.0,137,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,en,152368585.0,75000000
2347,3108,tt0101889,"Fisher King, The",1991,4.0,movie,0.0,137,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,41895491.0,24000000
2348,3109,tt0088007,"River, The",1984,3.5,movie,0.0,124,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,11500000.0,18000000
2349,3111,tt0087921,Places in the Heart,1984,4.0,movie,0.0,111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,0.0,0
2350,3112,tt0090556,'night Mother,1986,3.0,movie,0.0,96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,442000.0,0
2351,3113,tt0146675,End of Days,1999,3.0,movie,0.0,122,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,en,211989043.0,100000000
2352,3114,tt0120363,Toy Story 2,1999,4.0,movie,0.0,92,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,497366869.0,90000000
2353,3115,tt0155711,Flawless,1999,4.0,movie,0.0,112,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,4488529.0,0
2354,3117,tt0134154,Ride with the Devil,1999,4.0,movie,0.0,138,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,en,635096.0,38000000
2355,3120,tt0104114,"Distinguished Gentleman, The",1992,3.5,movie,0.0,112,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,46434570.0,0
2356,3125,tt0172396,"End of the Affair, The",1999,4.0,movie,0.0,102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,10827816.0,23000000
2357,3127,tt0144715,Holy Smoke,1999,3.0,movie,0.0,115,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,0.0,0
2358,3129,tt0158371,Sweet and Lowdown,1999,4.0,movie,0.0,95,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,en,0.0,0
2359,3130,tt0099165,Bonfire of the Vanities,1990,2.0,movie,0.0,125,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,15691192.0,47000000
2360,3132,tt0010040,Daddy Long Legs,1919,2.0,movie,0.0,85,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,0.0,0
2361,3134,tt0028950,Grand Illusion (La grande illusion),1937,4.0,movie,0.0,113,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,fr,0.0,0
2362,3135,tt0079239,"Great Santini, The",1979,4.0,movie,0.0,115,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,0.0,0
2363,3138,tt0096171,Stealing Home,1988,3.0,movie,0.0,98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,en,7467504.0,0
2364,3141,tt0100828,"Two Jakes, The",1990,1.25,movie,0.0,137,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,en,10000000.0,19000000
2365,3142,tt0096328,U2: Rattle and Hum,1988,4.0,movie,0.0,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,en,0.0,0
2366,3143,tt0063056,Hell in the Pacific,1968,3.0,movie,0.0,103,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,en,0.0,0
2367,3145,tt0150216,Cradle Will Rock,1999,3.0,movie,0.0,132,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,0.0,0
2368,3146,tt0205000,Deuce Bigalow: Male Gigolo,1999,2.5,movie,0.0,88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,65535067.0,17000000
2369,3147,tt0120689,"Green Mile, The",1999,4.0,movie,0.0,189,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,284600000.0,60000000
2370,3148,tt0124315,"Cider House Rules, The",1999,4.0,movie,0.0,126,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,88545092.0,24000000
2371,3150,tt0141974,"War Zone, The",1999,3.25,movie,0.0,98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,0.0,0
2372,3152,tt0067328,"Last Picture Show, The",1971,4.5,movie,0.0,118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,29133000.0,1300000
2373,3153,tt0051337,"7th Voyage of Sinbad, The",1958,4.5,movie,0.0,88,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,0.0,650000
2374,3155,tt0166485,Anna and the King,1999,3.5,movie,0.0,148,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,en,0.0,75000000
2375,3156,tt0182789,Bicentennial Man,1999,3.0,movie,0.0,132,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,en,93700000.0,100000000
2376,3157,tt0164912,Stuart Little,1999,3.0,movie,0.0,84,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,300135367.0,133000000
2377,3158,tt0162866,"Emperor and the Assassin, The (Jing ke ci qin wang)",1999,4.0,movie,0.0,162,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,zh,0.0,0
2378,3159,tt0120910,Fantasia 2000,1999,4.0,movie,0.0,75,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,en,90874570.0,80000000
2379,3160,tt0175880,Magnolia,1999,4.0,movie,0.0,188,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,48451803.0,37000000
2380,3161,tt0119079,Onegin,1999,3.0,movie,0.0,106,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,206128.0,14000000
2381,3162,tt0174204,Simpatico,1999,3.0,movie,0.0,106,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,929606.0,10000000
2382,3163,tt0151568,Topsy-Turvy,1999,3.75,movie,0.0,160,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,en,0.0,0
2383,3165,tt0106455,Boiling Point,1993,3.0,movie,0.0,92,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,0.0,0
2384,3167,tt0066892,Carnal Knowledge,1971,3.5,movie,0.0,98,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,28623900.0,0
2385,3168,tt0064276,Easy Rider,1969,4.0,movie,0.0,95,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,0.0,360000
2386,3169,tt0087231,The Falcon and the Snowman,1985,3.0,movie,0.0,131,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,0.0,0
2387,3171,tt0053226,Room at the Top,1959,4.0,movie,0.0,117,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,0.0,0
2388,3173,tt0146838,Any Given Sunday,1999,3.0,movie,0.0,162,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,en,100230832.0,55000000
2389,3174,tt0125664,Man on the Moon,1999,3.5,movie,0.0,118,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,47434430.0,82000000
2390,3175,tt0177789,Galaxy Quest,1999,4.0,movie,0.0,102,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,en,90683916.0,45000000
2391,3176,tt0134119,"Talented Mr. Ripley, The",1999,3.5,movie,0.0,139,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,en,128798265.0,40000000
2392,3177,tt0195945,Next Friday,2000,3.75,movie,0.0,98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,59827328.0,11000000
2393,3178,tt0174856,"Hurricane, The",1999,3.5,movie,0.0,146,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,en,73956241.0,50000000
2394,3179,tt0145653,Angela's Ashes,1999,3.0,movie,0.0,145,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,13.0,25
2395,3181,tt0120866,Titus,1999,4.0,movie,0.0,162,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,en,0.0,0
2396,3182,tt0192335,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",1999,4.0,movie,0.0,91,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,507941.0,0
2397,3183,tt0174268,"Third Miracle, The",1999,3.0,movie,0.0,119,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,0.0,0
2398,3185,tt0120834,Snow Falling on Cedars,1999,3.0,movie,0.0,127,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,en,0.0,0
2399,3186,tt0172493,"Girl, Interrupted",1999,3.5,movie,0.0,127,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,0.0,40000000
2400,3189,tt0156812,My Dog Skip,1999,3.5,movie,0.0,95,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,0.0,7000000
2401,3190,tt0134983,Supernova,2000,1.5,movie,0.0,90,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,en,14828081.0,90000000
2402,3192,tt0169302,"Terrorist, The (a.k.a. Malli) (Theeviravaathi)",1998,3.0,movie,0.0,95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,140021.0,24554
2403,3194,tt0070903,"Way We Were, The",1973,3.75,movie,0.0,118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,45000000.0,0
2404,3196,tt0046359,Stalag 17,1953,4.0,movie,0.0,120,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,en,0.0,1661530
2405,3197,tt0095897,"Presidio, The",1988,3.0,movie,0.0,97,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,en,20324096.0,0
2406,3198,tt0070511,Papillon,1973,4.0,movie,0.0,151,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,53267000.0,12000000
2407,3200,tt0070290,"Last Detail, The",1973,4.0,movie,0.0,104,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,0.0,0
2408,3201,tt0065724,Five Easy Pieces,1970,4.75,movie,0.0,98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,0.0,0
2409,3203,tt0097162,Dead Calm,1989,3.0,movie,0.0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,en,7825000.0,10000000
2410,3204,tt0077269,"Boys from Brazil, The",1978,3.75,movie,0.0,125,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,en,0.0,0
2411,3206,tt0086859,Against All Odds,1984,2.0,movie,0.0,128,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,0.0,0
2412,3208,tt0107659,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1),1993,2.0,movie,0.0,84,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,0.0,0
2413,3210,tt0083929,Fast Times at Ridgemont High,1982,3.75,movie,0.0,90,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,27092880.0,4500000
2414,3211,tt0094924,"Cry in the Dark, A",1988,3.75,movie,0.0,120,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,6908797.0,15000000
2415,3213,tt0106364,Batman: Mask of the Phantasm,1993,4.0,movie,0.0,76,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,5617391.0,6000000
2416,3214,tt0088707,American Flyers,1985,3.5,movie,0.0,113,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,en,1400000.0,0
2417,3217,tt0029606,"Star Is Born, A",1937,3.5,movie,0.0,111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,0.0,0
2418,3219,tt0100318,Pacific Heights,1990,3.0,movie,0.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,en,29381956.0,0
2419,3221,tt0083851,"Draughtsman's Contract, The",1982,3.5,movie,0.0,108,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,0.0,0
2420,3223,tt0090366,"Zed & Two Noughts, A",1985,3.0,movie,0.0,115,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,0.0,0
2421,3224,tt0058625,Woman in the Dunes (Suna no onna),1964,5.0,movie,0.0,123,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ja,0.0,0
2422,3225,tt0186975,Down to You,2000,2.0,movie,0.0,91,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,0.0,9000000
2423,3230,tt0071935,"Odessa File, The",1974,3.75,movie,0.0,130,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,0.0,0
2424,3235,tt0081748,Where the Buffalo Roam,1980,3.5,movie,0.0,99,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,6659377.0,0
2425,3238,tt0120662,Eye of the Beholder,1999,1.25,movie,0.0,109,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,en,0.0,15000000
2426,3240,tt0156639,"Big Tease, The",1999,3.25,movie,0.0,86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,0.0,0
2427,3241,tt0201840,"Cup, The (Phörpa)",1999,4.5,movie,0.0,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,bo,0.0,0
2428,3243,tt0104187,Encino Man,1992,2.0,movie,0.0,88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,40693477.0,0
2429,3244,tt0076095,"Goodbye Girl, The",1977,3.75,movie,0.0,111,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,102000000.0,0
2430,3246,tt0104797,Malcolm X,1992,4.0,movie,0.0,202,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,48169908.0,34000000
2431,3247,tt0105417,Sister Act,1992,3.0,movie,0.0,100,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,231605150.0,31000000
2432,3248,tt0108147,Sister Act 2: Back in the Habit,1993,2.0,movie,0.0,107,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,en,57319029.0,38000000
2433,3249,tt0104389,"Hand That Rocks the Cradle, The",1992,3.0,movie,0.0,110,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,88036683.0,11700000
2434,3250,tt0106246,Alive,1993,3.0,movie,0.0,120,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,36733909.0,32000000
2435,3251,tt0088683,Agnes of God,1985,4.0,movie,0.0,98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,en,0.0,0
2436,3252,tt0105323,Scent of a Woman,1992,4.0,movie,0.0,156,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,134095253.0,31000000
2437,3253,tt0105793,Wayne's World,1992,3.5,movie,0.0,94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,en,121697323.0,20000000
2438,3254,tt0108525,Wayne's World 2,1993,3.0,movie,0.0,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,en,47965000.0,0
2439,3255,tt0104694,"League of Their Own, A",1992,3.5,movie,0.0,128,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,107458785.0,40000000
2440,3256,tt0105112,Patriot Games,1992,4.0,movie,0.0,117,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,178051587.0,45000000
2441,3257,tt0103855,"Bodyguard, The",1992,3.0,movie,0.0,129,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,en,411006740.0,25000000
2442,3258,tt0104070,Death Becomes Her,1992,3.0,movie,0.0,104,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,149022650.0,55000000
